enhancer	promoter	correlation	p.value
chr1:941791-942135	chr1:3713042..3713081,-	-0.0305095198893676	0.192406791678508
chr1:941791-942135	chr1:3773747..3773793,-	-0.0328688800242155	0.160215762034391
chr1:941791-942135	chr1:3774016..3774056,+	0.0532576832375189	0.0228177012457245
chr1:941791-942135	chr1:3816779..3816870,-	-0.038894948721125	0.0965139339204437
chr1:941791-942135	chr1:3816953..3816985,+	0.0756317784339078	0.00121564866284164
chr1:941791-942135	chr1:4714656..4714675,+	-0.00536270217137798	0.818818393486519
chr1:941791-942135	chr1:6052463..6052542,-	0.0151982763442676	0.516196697008582
chr1:941791-942135	chr1:6240325..6240416,-	0.0225054836332741	0.336338644233572
chr1:941791-942135	chr1:6259641..6259690,-	-0.00788653499943291	0.736213384550767
chr1:941791-942135	chr1:6266137..6266204,+	0.0503334032427989	0.0314515006816775
chr1:941791-942135	chr1:6296005..6296070,-	-0.0427789984828166	0.0675336219252123
chr1:941791-942135	chr1:6304233..6304243,+	0.0635084926859767	0.00661850102584656
chr1:941791-942135	chr1:6321111..6321174,-	-0.0176680266620359	0.45040863173949
chr1:941791-942135	chr1:6453426..6453447,-	-0.0704016239951661	0.00260489130733239
chr1:941791-942135	chr1:6479968..6479986,-	0.0640338106720332	0.00618214039894271
chr1:941791-942135	chr1:6484829..6484843,+	0.0770507782004989	0.000980508743455317
chr1:941791-942135	chr1:6526192..6526250,-	0.109406380969167	2.76861741230865e-06
chr1:941791-942135	chr1:6614565..6614602,-	-0.0184631868525034	0.43028334990433
chr1:941791-942135	chr1:6615468..6615485,+	0.0396266404479722	0.0904014213694606
chr1:941791-942135	chr1:6640046..6640101,+	0.0104243170991641	0.656118777985878
chr1:941791-942135	chr1:6662919..6662936,-	0.0552349321045862	0.0182199966664725
chr1:941791-942135	chr1:6673782..6673830,+	-0.0743191039850578	0.00147847625215102
chr1:941791-942135	chr1:6685228..6685270,+	-0.105631705989642	6.05001772853977e-06
chr1:941791-942135	chr1:6761855..6761892,-	0.020922244453558	0.371442784271771
chr1:941791-942135	chr1:6845497..6845561,+	-0.00978518989860766	0.675964487551105
chr1:941791-942135	chr1:7831323..7831414,+	-0.0362759093350465	0.121140219848296
chr1:941791-942135	chr1:7844312..7844411,+	-0.0409572369405537	0.0800857687934094
chr1:941791-942135	chr1:8021713..8021788,+	-0.0612636760268779	0.00881136762196518
chr1:941791-942135	chr1:8086360..8086378,-	0.0646972401956451	0.0056681183211284
chr1:941791-942135	chr1:8378140..8378187,+	-0.0954659941773208	4.36821637629057e-05
chr1:941791-942135	chr1:8877692..8877732,-	0.0396602730832672	0.0901281151789416
chr1:941791-942135	chr1:8938736..8938756,-	-0.043967723941654	0.0602508646366222
chr1:941791-942135	chr1:9005917..9005935,+	0.0108528438641656	0.642945936038998
chr1:941791-942135	chr1:9086445..9086485,-	0.0687378558872778	0.00328681288877095
chr1:956563-956812	chr1:713985..714054,-	0.167694647795526	5.42999920617021e-13
chr1:956563-956812	chr1:762885..762905,-	-0.0463633786062063	0.0475421059785143
chr1:956563-956812	chr1:763033..763058,+	-0.0184382312553282	0.430906934136323
chr1:956563-956812	chr1:763094..763106,+	0.000475813626786885	0.983784923352037
chr1:956563-956812	chr1:894620..894659,-	0.25226224213196	6.44409625909145e-28
chr1:956563-956812	chr1:895930..896033,+	0.19690522651553	1.99767473233402e-17
chr1:956563-956812	chr1:901847..901907,+	0.442493756430892	1.8566362315171e-88
chr1:956563-956812	chr1:917466..917485,-	0.0213840272433199	0.360976814728438
chr1:956563-956812	chr1:935467..935484,-	0.371920339230009	5.01635420995288e-61
chr1:956563-956812	chr1:948866..948885,+	0.130195869730239	2.33706844889067e-08
chr1:956563-956812	chr1:955448..955508,+	0.563048043809969	2.60424576365155e-153
chr1:956563-956812	chr1:1009683..1009688,-	0.373748955357113	1.17671122677784e-61
chr1:956563-956812	chr1:1051455..1051495,-	0.27374070752108	9.19687076598028e-33
chr1:956563-956812	chr1:1141900..1141911,-	0.102607099345919	1.11089717098701e-05
chr1:956563-956812	chr1:1141927..1141985,-	0.128271807190476	3.76007806980531e-08
chr1:956563-956812	chr1:1149526..1149539,-	-0.151367500961656	7.87128151346289e-11
chr1:956563-956812	chr1:1167346..1167392,-	0.00533935932914308	0.819593445245738
chr1:956563-956812	chr1:1167594..1167668,+	0.208389251152109	2.25398407779966e-19
chr1:956563-956812	chr1:1209195..1209254,-	0.173113537556521	9.28319183171811e-14
chr1:956563-956812	chr1:1243252..1243318,-	0.0216371901307934	0.355318297007084
chr1:956563-956812	chr1:1243966..1244033,+	0.273114464902339	1.29212168364983e-32
chr1:956563-956812	chr1:1260011..1260064,-	0.104670517898397	7.35204026995477e-06
chr1:956563-956812	chr1:1260169..1260242,+	0.177332307014532	2.25487556930357e-14
chr1:956563-956812	chr1:1266654..1266669,+	0.14155849485189	1.22314951712064e-09
chr1:956563-956812	chr1:1284748..1284809,-	0.22849517204152	4.5493808940443e-23
chr1:956563-956812	chr1:1310530..1310603,-	0.208398513066253	2.24560184106622e-19
chr1:956563-956812	chr1:1334685..1334722,-	0.104531322272646	7.56147246679819e-06
chr1:956563-956812	chr1:1334914..1334972,+	0.200298432838672	5.46061557497469e-18
chr1:956563-956812	chr1:1335180..1335196,+	0.101372582850179	1.41685618009783e-05
chr1:956563-956812	chr1:1342617..1342691,-	0.0424198845060714	0.0698710085065515
chr1:956563-956812	chr1:1356628..1356678,-	0.0872455249211371	0.000188656353037575
chr1:956563-956812	chr1:1361245..1361298,+	0.0508579636196502	0.0297229905990383
chr1:956563-956812	chr1:1371047..1371119,+	0.164651669877766	1.42766791725504e-12
chr1:956563-956812	chr1:1407133..1407170,+	0.154804844385209	2.88155708093079e-11
chr1:956563-956812	chr1:1447517..1447556,+	0.196756672306863	2.11326142780793e-17
chr1:956563-956812	chr1:1475968..1476017,-	0.00551820476426863	0.813659793509769
chr1:956563-956812	chr1:1510204..1510267,-	0.105378095624834	6.37034142370041e-06
chr1:956563-956812	chr1:1535455..1535568,-	0.254178343578807	2.48325658507226e-28
chr1:956563-956812	chr1:1551220..1551320,+	0.00652485276439756	0.780469983525171
chr1:956563-956812	chr1:1567546..1567574,+	-0.0407126696881724	0.0819066030044108
chr1:956563-956812	chr1:1567682..1567692,+	-0.0225848498919147	0.334636926526396
chr1:956563-956812	chr1:1655723..1655803,-	-0.128596434693388	3.47186274426868e-08
chr1:956563-956812	chr1:1677507..1677512,-	0.132168794417613	1.42487944444204e-08
chr1:956563-956812	chr1:1822495..1822571,-	-0.0648848622457227	0.00552990960002988
chr1:956563-956812	chr1:1850703..1850724,-	0.211673487368234	5.94792877875027e-20
chr1:956563-956812	chr1:1935219..1935231,-	0.0235046444607127	0.315320764226447
chr1:956563-956812	chr1:1950763..1950815,+	0.150900684201309	9.00647257004945e-11
chr1:956563-956812	chr1:2322973..2323005,-	0.298303574486156	7.26481335481358e-39
chr1:956563-956812	chr1:2323260..2323307,+	-0.035208624750782	0.1324852254273
chr1:956563-956812	chr1:2343951..2344018,-	0.27395048583231	8.20519921938197e-33
chr1:956563-956812	chr1:2398876..2398928,+	0.102796668335043	1.06990247894049e-05
chr1:956563-956812	chr1:2458026..2458056,-	0.0250312991545496	0.28490809743
chr1:956563-956812	chr1:2461692..2461710,-	0.0841562633151768	0.000316929590196049
chr1:956563-956812	chr1:2487990..2488033,+	-0.209735641240626	1.3089594892868e-19
chr1:956563-956812	chr1:2488426..2488475,-	-0.10872314388832	3.19557351671738e-06
chr1:956563-956812	chr1:2488477..2488501,-	-0.0718123217606685	0.00213079332366801
chr1:956563-956812	chr1:2518202..2518291,+	0.080073405630132	0.000613057744897235
chr1:956563-956812	chr1:2938044..2938088,+	-0.00569210061350024	0.807900581364582
chr1:956563-956812	chr1:2985760..2985774,+	0.195130192992391	3.90070718075598e-17
chr1:956563-956812	chr1:3371222..3371243,+	0.34747436813788	5.44964250796208e-53
chr1:956563-956812	chr1:3541543..3541658,+	-0.135909675762951	5.46523384673373e-09
chr1:956563-956812	chr1:3566630..3566676,-	0.0791391520421181	0.000710036677439333
chr1:956563-956812	chr1:3569072..3569093,+	0.188616044378962	4.30529555572957e-16
chr1:956563-956812	chr1:3663901..3663958,-	-0.0214097470755317	0.360399379085985
chr1:956563-956812	chr1:3669006..3669028,+	0.00160292802521872	0.945413268138827
chr1:956563-956812	chr1:3689211..3689226,+	0.249905419720213	2.05944858469471e-27
chr1:956563-956812	chr1:3713042..3713081,-	0.225857771480743	1.45753274848862e-22
chr1:956563-956812	chr1:3773747..3773793,-	0.0765712292358897	0.00105480378421209
chr1:956563-956812	chr1:3774016..3774056,+	0.115006515643108	8.27492662131013e-07
chr1:956563-956812	chr1:3816779..3816870,-	0.0062603376584171	0.78915524928353
chr1:956563-956812	chr1:3816953..3816985,+	0.0841502151797038	0.000317246383146225
chr1:956563-956812	chr1:4714656..4714675,+	0.223585890326772	3.92725517648419e-22
chr1:956563-956812	chr1:6052463..6052542,-	0.229849470738993	2.48775380993625e-23
chr1:956563-956812	chr1:6240325..6240416,-	0.222996617274578	5.06958186768228e-22
chr1:956563-956812	chr1:6259641..6259690,-	-0.0772410743063786	0.000952392312040484
chr1:956563-956812	chr1:6266137..6266204,+	0.372077761375623	4.42931548681774e-61
chr1:956563-956812	chr1:6296005..6296070,-	0.0893902178129888	0.000130300607299288
chr1:956563-956812	chr1:6304233..6304243,+	0.0361628453393573	0.122304856551441
chr1:956563-956812	chr1:6321111..6321174,-	0.166855211043319	7.102272239412e-13
chr1:956563-956812	chr1:6453426..6453447,-	0.212883834442927	3.61990123246724e-20
chr1:956563-956812	chr1:6479968..6479986,-	0.303665017130409	2.79995424063991e-40
chr1:956563-956812	chr1:6484829..6484843,+	0.254016036562292	2.69301232070318e-28
chr1:956563-956812	chr1:6526192..6526250,-	-0.155325779372489	2.46959932211784e-11
chr1:956563-956812	chr1:6614565..6614602,-	0.107007229318217	4.56401382771381e-06
chr1:956563-956812	chr1:6615468..6615485,+	-0.0331452242517469	0.15672874066073
chr1:956563-956812	chr1:6640046..6640101,+	0.0337271780551382	0.149573869517846
chr1:956563-956812	chr1:6662919..6662936,-	0.11903547813032	3.34925054835889e-07
chr1:956563-956812	chr1:6673782..6673830,+	0.15391356339159	3.74743834470504e-11
chr1:956563-956812	chr1:6685228..6685270,+	0.0483101162226854	0.0389483693586322
chr1:956563-956812	chr1:6761855..6761892,-	0.0741087704862146	0.00152515607399233
chr1:956563-956812	chr1:6845497..6845561,+	0.0591715621865705	0.0114166390380624
chr1:956563-956812	chr1:7831323..7831414,+	-0.0646467024814844	0.00570587452873062
chr1:956563-956812	chr1:7844312..7844411,+	0.0601159428226879	0.0101661224683857
chr1:956563-956812	chr1:8021713..8021788,+	-0.0379611767416567	0.104789498177696
chr1:956563-956812	chr1:8086360..8086378,-	0.189791152596343	2.80944382262895e-16
chr1:956563-956812	chr1:8378140..8378187,+	0.00853526276020139	0.715422497620956
chr1:956563-956812	chr1:8877692..8877732,-	0.0623929844081619	0.0076380678899049
chr1:956563-956812	chr1:8938736..8938756,-	0.251584198916808	9.0130500588403e-28
chr1:956563-956812	chr1:9005917..9005935,+	-0.0855739915986528	0.000250312033968862
chr1:956563-956812	chr1:9086445..9086485,-	0.00707443234012863	0.762513122377711
chr1:1005293-1005547	chr1:713985..714054,-	0.184896140222288	1.63276464305877e-15
chr1:1005293-1005547	chr1:762885..762905,-	0.163594851317597	1.98883423162219e-12
chr1:1005293-1005547	chr1:763033..763058,+	0.0626666834467384	0.00737566766035947
chr1:1005293-1005547	chr1:763094..763106,+	0.11411154626324	1.00753788726122e-06
chr1:1005293-1005547	chr1:894620..894659,-	-0.142226006922932	1.02075822698677e-09
chr1:1005293-1005547	chr1:895930..896033,+	-0.104766796620559	7.21043550775243e-06
chr1:1005293-1005547	chr1:901847..901907,+	0.157477922854135	1.29842939358004e-11
chr1:1005293-1005547	chr1:917466..917485,-	0.0417035540290398	0.0747316447085292
chr1:1005293-1005547	chr1:935467..935484,-	0.244026637867085	3.54317854708529e-26
chr1:1005293-1005547	chr1:948866..948885,+	0.166627792773553	7.63629610981563e-13
chr1:1005293-1005547	chr1:955448..955508,+	-0.0646487136238021	0.00570436770543964
chr1:1005293-1005547	chr1:1009683..1009688,-	0.31393354062611	4.51478140638625e-43
chr1:1005293-1005547	chr1:1051455..1051495,-	0.00955460040304337	0.683181089650375
chr1:1005293-1005547	chr1:1141900..1141911,-	0.0252811271244503	0.280126639293729
chr1:1005293-1005547	chr1:1141927..1141985,-	0.264461857427228	1.2942138849249e-30
chr1:1005293-1005547	chr1:1149526..1149539,-	0.196564932691427	2.27224111814667e-17
chr1:1005293-1005547	chr1:1167346..1167392,-	-0.16812670396444	4.72665775317188e-13
chr1:1005293-1005547	chr1:1167594..1167668,+	-0.14370680892936	6.81307081023798e-10
chr1:1005293-1005547	chr1:1209195..1209254,-	-0.0723753853826021	0.00196471814532074
chr1:1005293-1005547	chr1:1243252..1243318,-	-0.00223049372263901	0.92409735252525
chr1:1005293-1005547	chr1:1243966..1244033,+	-0.121726804386367	1.8001151573502e-07
chr1:1005293-1005547	chr1:1260011..1260064,-	-0.19364218365747	6.80197865317043e-17
chr1:1005293-1005547	chr1:1260169..1260242,+	-0.0875993173819623	0.000177583294979992
chr1:1005293-1005547	chr1:1266654..1266669,+	0.166229958002317	8.66675421644831e-13
chr1:1005293-1005547	chr1:1284748..1284809,-	-0.0846262702867581	0.000293196623276744
chr1:1005293-1005547	chr1:1310530..1310603,-	-0.154394805452663	3.2524105590519e-11
chr1:1005293-1005547	chr1:1334685..1334722,-	-0.0349329507604439	0.135545214863973
chr1:1005293-1005547	chr1:1334914..1334972,+	-0.0528258890194564	0.0239462530912035
chr1:1005293-1005547	chr1:1335180..1335196,+	-0.068217045686039	0.00353151920572431
chr1:1005293-1005547	chr1:1342617..1342691,-	-0.22024665737593	1.65288083350942e-21
chr1:1005293-1005547	chr1:1356628..1356678,-	-0.00544211028940807	0.816183136393175
chr1:1005293-1005547	chr1:1361245..1361298,+	-0.0078718762137876	0.736685484040598
chr1:1005293-1005547	chr1:1371047..1371119,+	-0.00077069785951392	0.973738605420468
chr1:1005293-1005547	chr1:1407133..1407170,+	-0.080643410327903	0.000560095505243165
chr1:1005293-1005547	chr1:1447517..1447556,+	-0.203410590184115	1.62801617809561e-18
chr1:1005293-1005547	chr1:1475968..1476017,-	-0.153561101930339	4.15600166502056e-11
chr1:1005293-1005547	chr1:1510204..1510267,-	-0.158502112203476	9.53195239735388e-12
chr1:1005293-1005547	chr1:1535455..1535568,-	-0.0112052655235803	0.632195746589431
chr1:1005293-1005547	chr1:1551220..1551320,+	-0.138857923042177	2.52091289868549e-09
chr1:1005293-1005547	chr1:1567546..1567574,+	-0.030748193923233	0.188949167013009
chr1:1005293-1005547	chr1:1567682..1567692,+	0.0091651892447843	0.695433862019675
chr1:1005293-1005547	chr1:1655723..1655803,-	0.151413437873563	7.76744272131803e-11
chr1:1005293-1005547	chr1:1677507..1677512,-	0.0159626650785055	0.495317751352245
chr1:1005293-1005547	chr1:1822495..1822571,-	-0.00739181790587756	0.752200122454048
chr1:1005293-1005547	chr1:1850703..1850724,-	0.102461785459169	1.14333164235794e-05
chr1:1005293-1005547	chr1:1935219..1935231,-	0.0280548272322532	0.230693444720581
chr1:1005293-1005547	chr1:1950763..1950815,+	0.15344642338847	4.29809135307057e-11
chr1:1005293-1005547	chr1:2322973..2323005,-	-0.0142736855802756	0.542047535760342
chr1:1005293-1005547	chr1:2323260..2323307,+	-0.163854434988878	1.83367644183981e-12
chr1:1005293-1005547	chr1:2343951..2344018,-	-0.11154442928526	1.75776208311098e-06
chr1:1005293-1005547	chr1:2398876..2398928,+	0.0157416605379943	0.501307710899661
chr1:1005293-1005547	chr1:2458026..2458056,-	-0.0491117528075172	0.0358138805006669
chr1:1005293-1005547	chr1:2461692..2461710,-	0.0355857598942938	0.128385945781683
chr1:1005293-1005547	chr1:2487990..2488033,+	0.0884908163857542	0.000152328122909653
chr1:1005293-1005547	chr1:2488426..2488475,-	0.136324942794148	4.90575549409771e-09
chr1:1005293-1005547	chr1:2488477..2488501,-	0.0945722213279929	5.15138057616431e-05
chr1:1005293-1005547	chr1:2518202..2518291,+	-0.0666187715332289	0.00438940732932306
chr1:1005293-1005547	chr1:2938044..2938088,+	-0.00902710782411129	0.699797934800636
chr1:1005293-1005547	chr1:2985760..2985774,+	0.0128024452476642	0.58446928729045
chr1:1005293-1005547	chr1:3371222..3371243,+	0.190610693454289	2.08265920524228e-16
chr1:1005293-1005547	chr1:3541543..3541658,+	-0.060110602836883	0.0101728364703961
chr1:1005293-1005547	chr1:3566630..3566676,-	-0.0941560486793131	5.5598130649882e-05
chr1:1005293-1005547	chr1:3569072..3569093,+	0.150579771520804	9.87806084433051e-11
chr1:1005293-1005547	chr1:3663901..3663958,-	-0.201177253016915	3.88772665551604e-18
chr1:1005293-1005547	chr1:3669006..3669028,+	0.0261242469921928	0.26439391897825
chr1:1005293-1005547	chr1:3689211..3689226,+	0.00981238210000383	0.675115413425404
chr1:1005293-1005547	chr1:3713042..3713081,-	-0.0910153581109518	9.79021832187469e-05
chr1:1005293-1005547	chr1:3773747..3773793,-	-0.0552222531608529	0.0182466837108448
chr1:1005293-1005547	chr1:3774016..3774056,+	0.0634665979007378	0.00665446519182362
chr1:1005293-1005547	chr1:3816779..3816870,-	-0.0649353716182867	0.00549322555098472
chr1:1005293-1005547	chr1:3816953..3816985,+	0.130297011924966	2.27893461691695e-08
chr1:1005293-1005547	chr1:4714656..4714675,+	-0.015546217155954	0.506636648368388
chr1:1005293-1005547	chr1:6052463..6052542,-	0.0495434418967378	0.0342168224700512
chr1:1005293-1005547	chr1:6240325..6240416,-	0.0968944682938867	3.34615670810642e-05
chr1:1005293-1005547	chr1:6259641..6259690,-	-0.103695627301827	8.94380192365557e-06
chr1:1005293-1005547	chr1:6266137..6266204,+	0.0372215796359525	0.11173568564393
chr1:1005293-1005547	chr1:6296005..6296070,-	-0.258063289633368	3.50376162650931e-29
chr1:1005293-1005547	chr1:6304233..6304243,+	-0.027149198560957	0.246102069431485
chr1:1005293-1005547	chr1:6321111..6321174,-	0.0104700302985872	0.654708366778509
chr1:1005293-1005547	chr1:6453426..6453447,-	-0.17083601288855	1.9640503617929e-13
chr1:1005293-1005547	chr1:6479968..6479986,-	0.125347780488768	7.64387235716916e-08
chr1:1005293-1005547	chr1:6484829..6484843,+	0.247987925779039	5.25268276994918e-27
chr1:1005293-1005547	chr1:6526192..6526250,-	0.160960741393294	4.50134619445883e-12
chr1:1005293-1005547	chr1:6614565..6614602,-	-0.0926711141685134	7.28110321695919e-05
chr1:1005293-1005547	chr1:6615468..6615485,+	0.0102434226396868	0.661711983318636
chr1:1005293-1005547	chr1:6640046..6640101,+	0.152842193466016	5.12885000845871e-11
chr1:1005293-1005547	chr1:6662919..6662936,-	0.13119653201491	1.82000989428357e-08
chr1:1005293-1005547	chr1:6673782..6673830,+	-0.0853654289808095	0.000259211644887319
chr1:1005293-1005547	chr1:6685228..6685270,+	-0.128494594781926	3.55989332772299e-08
chr1:1005293-1005547	chr1:6761855..6761892,-	-0.174918312088995	5.08920982045206e-14
chr1:1005293-1005547	chr1:6845497..6845561,+	-0.183771792076671	2.42962590135699e-15
chr1:1005293-1005547	chr1:7831323..7831414,+	0.00803175402081345	0.731541875395675
chr1:1005293-1005547	chr1:7844312..7844411,+	0.0928744822103826	7.01868820448316e-05
chr1:1005293-1005547	chr1:8021713..8021788,+	-0.204931844727977	8.94580742840972e-19
chr1:1005293-1005547	chr1:8086360..8086378,-	0.0278749139142421	0.233698684563831
chr1:1005293-1005547	chr1:8378140..8378187,+	-0.147219493643876	2.56801864030884e-10
chr1:1005293-1005547	chr1:8877692..8877732,-	0.0546587902637894	0.0194677283727686
chr1:1005293-1005547	chr1:8938736..8938756,-	-0.09085290558762	0.000100761577626048
chr1:1005293-1005547	chr1:9005917..9005935,+	0.0573306116318008	0.0142521227713545
chr1:1005293-1005547	chr1:9086445..9086485,-	-0.0142999340622137	0.541304845197974
chr1:1014834-1015095	chr1:713985..714054,-	0.0885870833895542	0.000149812956216347
chr1:1014834-1015095	chr1:762885..762905,-	0.0565394840109546	0.0156502876410412
chr1:1014834-1015095	chr1:763033..763058,+	0.00642870035481948	0.783624013260606
chr1:1014834-1015095	chr1:763094..763106,+	0.0872816924532988	0.000187495303542601
chr1:1014834-1015095	chr1:894620..894659,-	-0.0194904224931055	0.405072476914075
chr1:1014834-1015095	chr1:895930..896033,+	0.0642814433434896	0.00598556306315706
chr1:1014834-1015095	chr1:901847..901907,+	0.0878799518855926	0.000169237364049736
chr1:1014834-1015095	chr1:917466..917485,-	0.104402171316405	7.76087964505431e-06
chr1:1014834-1015095	chr1:935467..935484,-	0.223952530258135	3.34918124940372e-22
chr1:1014834-1015095	chr1:948866..948885,+	0.110640009275294	2.13237889556063e-06
chr1:1014834-1015095	chr1:955448..955508,+	0.150757692937688	9.38513459219018e-11
chr1:1014834-1015095	chr1:1009683..1009688,-	0.204662288742365	9.95054318801766e-19
chr1:1014834-1015095	chr1:1051455..1051495,-	0.0913838422569033	9.16975192307697e-05
chr1:1014834-1015095	chr1:1141900..1141911,-	0.0243853382436716	0.297525600288987
chr1:1014834-1015095	chr1:1141927..1141985,-	0.101031191899398	1.51471656456044e-05
chr1:1014834-1015095	chr1:1149526..1149539,-	0.139001179722384	2.4268753197177e-09
chr1:1014834-1015095	chr1:1167346..1167392,-	-0.0936771588245653	6.06769626790579e-05
chr1:1014834-1015095	chr1:1167594..1167668,+	-0.00119498939224701	0.959291260307901
chr1:1014834-1015095	chr1:1209195..1209254,-	-0.0802409032256394	0.000597030439260657
chr1:1014834-1015095	chr1:1243252..1243318,-	0.0353458588510173	0.130981988607596
chr1:1014834-1015095	chr1:1243966..1244033,+	-0.0236864874154259	0.311590392580767
chr1:1014834-1015095	chr1:1260011..1260064,-	-0.0195917328171116	0.402634798867436
chr1:1014834-1015095	chr1:1260169..1260242,+	0.00798865492423428	0.732927289563396
chr1:1014834-1015095	chr1:1266654..1266669,+	0.0675998843014648	0.00384287219628085
chr1:1014834-1015095	chr1:1284748..1284809,-	-0.0176685157109716	0.450396092521213
